"cliente.idcliente","cliente.nombrecliente","cliente.direccion","cliente.estado","cliente.nacimiento","ctacliente.numcta","cuenta.numsucursal","cuenta.saldo","cuenta.fecha"
"5229","DIEGO SANTOS TORRES","CALLE MELCHOR OCAMPO MANZANA 159","GUANAJUATO","Mon May 20 1974 00:00:00 GMT-0600 (hora estándar central)","C-05228","153","137221.51","Sun Feb 10 2013 00:00:00 GMT-0600 (hora estándar central)"
"5242","ACACIO IBÁÑEZ CRUZ","MONROVIA NO. 397","CAMPECHE","Fri Jan 06 1995 00:00:00 GMT-0600 (hora estándar central)","C-05241","34","104169.42","Tue Sep 24 2013 00:00:00 GMT-0500 (hora de verano central)"
"5248","BERNARDO RODRÍGUEZ FUENTES","LAGO BOLSENA NÚMERO 622","CHIHUAHUA","Tue Dec 15 1981 00:00:00 GMT-0600 (hora estándar central)","C-05247","89","105937.06","Tue Jun 04 2013 00:00:00 GMT-0500 (hora de verano central)"
"5251","HUGO SOLER PARRA","CERRADA CABRERA NÚMERO 352","VERACRUZ","Sat Nov 13 1954 00:00:00 GMT-0600 (hora estándar central)","C-05250","26","65727.98","Sun Sep 23 2012 00:00:00 GMT-0500 (hora de verano central)"
"5252","CLAUDIO CORTÉS CRUZ","YUCATAN NÚMERO 404","CHIAPAS","Sat Dec 03 1983 00:00:00 GMT-0600 (hora estándar central)","C-05251","73","55273.19","Thu Oct 31 2013 00:00:00 GMT-0600 (hora estándar central)"
"5255","FRANCISCA CRESPO LOZANO","ONOFRE CAPETO MANZANA 67","CDMX","Tue Nov 12 1974 00:00:00 GMT-0600 (hora estándar central)","C-05254","64","9855.77","Tue Jan 17 2012 00:00:00 GMT-0600 (hora estándar central)"
"5258","MANUEL GUERRERO RAMÍREZ","PROL DE GUADALUPE Y RAMIREZ MANZANA 323","TABASCO","Tue Nov 25 1958 00:00:00 GMT-0600 (hora estándar central)","C-05257","68","98046.67","Mon Apr 21 2014 00:00:00 GMT-0500 (hora de verano central)"
"5260","ARNALDO PARRA SANTOS","LABORISTAS NO. 651","SAN LUIS POTOSÍ","Mon Aug 18 1980 00:00:00 GMT-0600 (hora estándar central)","C-05259","85","56209.55","Sun Mar 03 2013 00:00:00 GMT-0600 (hora estándar central)"
"5264","ARÁNZAZU BRAVO AGUILAR","MANUEL GUTIERREZ NAJERA MANZANA 600","HIDALGO","Mon Jan 27 1992 00:00:00 GMT-0600 (hora estándar central)","C-05263","23","128007.14","Tue Jan 17 2012 00:00:00 GMT-0600 (hora estándar central)"
"5268","HILARIÓN BRAVO GALLARDO","COPA DE ORO NO. 266","TABASCO","Thu Jun 21 1984 00:00:00 GMT-0600 (hora estándar central)","C-05267","73","31326.71","Sun Apr 08 2012 00:00:00 GMT-0500 (hora de verano central)"
"5272","CONRADO HERRERO IBÁÑEZ","CANAL SECO NUM. 187","MICHOACÁN","Thu Nov 24 1960 00:00:00 GMT-0600 (hora estándar central)","C-05271","119","11988.13","Sun Mar 10 2013 00:00:00 GMT-0600 (hora estándar central)"
"5281","MARCIANO HIDALGO VELASCO","CALLE ZARAGOZA MZNA 495","COAHUILA","Thu Sep 28 1978 00:00:00 GMT-0600 (hora estándar central)","C-05280","70","12624.66","Tue Jul 15 2014 00:00:00 GMT-0500 (hora de verano central)"
"5282","LUIS FERRER SÁNCHEZ","BLVD. ADOLFO LOPEZ MATEOS MZNA 502","BAJA CALIFORNIA","Sun Oct 23 1955 00:00:00 GMT-0600 (hora de verano central)","C-05281","74","41453.83","Sat Nov 16 2013 00:00:00 GMT-0600 (hora estándar central)"
"5285","NOELIA RAMOS DÍAZ","LABORISTAS MANZANA 113","CHIAPAS","Wed Jun 07 1961 00:00:00 GMT-0600 (hora de verano central)","C-05284","68","81795.31","Tue Aug 14 2012 00:00:00 GMT-0500 (hora de verano central)"
"5292","ALBERTO RUBIO CANO","PALOMAR MANZANA 368","CHIHUAHUA","Fri May 27 1983 00:00:00 GMT-0600 (hora estándar central)","C-05291","154","150314.89","Fri Aug 24 2012 00:00:00 GMT-0500 (hora de verano central)"
"5296","JACOB MÉNDEZ CASTRO","PARQUE MOLINO DE FLORES NÚMERO 467","JALISCO","Sat Jan 08 1966 00:00:00 GMT-0600 (hora estándar central)","C-05295","152","120208.43","Sat Mar 08 2014 00:00:00 GMT-0600 (hora estándar central)"
"5298","ALIPIO ARIAS CANO","AV MEXICO MZNA 794","TAMAULIPAS","Wed Nov 14 1984 00:00:00 GMT-0600 (hora estándar central)","C-05297","92","40483.77","Tue Oct 08 2013 00:00:00 GMT-0500 (hora de verano central)"
"5303","OSEAS SÁNCHEZ CALVO","PABLO ALVARADO NO. 249","TAMAULIPAS","Fri Oct 26 1984 00:00:00 GMT-0600 (hora estándar central)","C-05302","92","52569.29","Mon Sep 24 2012 00:00:00 GMT-0500 (hora de verano central)"
"5306","AITOR CRUZ MARÍN","ORIENTE 163 NO. 262","OAXACA","Fri May 03 1963 00:00:00 GMT-0600 (hora de verano central)","C-05305","142","62362.81","Sat Aug 09 2014 00:00:00 GMT-0500 (hora de verano central)"
"5310","JACOBO FERRER MONTERO","ESMERALDA NÚMERO 551","NAYARIT","Tue Oct 13 1959 00:00:00 GMT-0600 (hora de verano central)","C-05309","142","39235.11","Thu Dec 18 2014 00:00:00 GMT-0600 (hora estándar central)"
"5312","ANNA FERNÁNDEZ PÉREZ","AV. CRISTOBAL HIDALGO MANZANA 74","MICHOACÁN","Wed Sep 12 1990 00:00:00 GMT-0600 (hora estándar central)","C-05311","165","100603.55","Tue May 01 2012 00:00:00 GMT-0500 (hora de verano central)"
"5313","IRENEO CARMONA RUBIO","GUADALUPE VICTORIA MZNA 774","SINALOA","Tue Aug 13 1974 00:00:00 GMT-0600 (hora estándar central)","C-05312","73","126985.88","Tue Feb 18 2014 00:00:00 GMT-0600 (hora estándar central)"
"5314","RAMIRO SUÁREZ BRAVO","CRISTOBAL COLON NÚMERO 65","TLAXCALA","Mon Feb 07 1972 00:00:00 GMT-0600 (hora estándar central)","C-05313","153","77039.91","Wed Sep 19 2012 00:00:00 GMT-0500 (hora de verano central)"
"5326","NAZARIO RUIZ ORTEGA","BUENA VISTA NUM. 494","COAHUILA","Thu Aug 08 1991 00:00:00 GMT-0600 (hora estándar central)","C-05325","64","99242.2","Thu Sep 11 2014 00:00:00 GMT-0500 (hora de verano central)"
"5334","OSWALDO PARRA CABALLERO","CALLE PETIRROJO NÚMERO 470","MORELOS","Mon Apr 16 1979 00:00:00 GMT-0600 (hora estándar central)","C-05333","101","68133.18","Fri Mar 16 2012 00:00:00 GMT-0600 (hora estándar central)"
"5336","ALBINA PARRA FERNÁNDEZ","CALZADA DE LA ROMERIA NO. 609","GUERRERO","Sat Apr 21 1973 00:00:00 GMT-0600 (hora estándar central)","C-05335","23","127408.43","Mon Jan 20 2014 00:00:00 GMT-0600 (hora estándar central)"
"5337","ELENA CABALLERO IBÁÑEZ","PARAJE MZNA 133","GUANAJUATO","Wed Aug 01 1962 00:00:00 GMT-0600 (hora de verano central)","C-05336","152","147441.6","Wed Apr 04 2012 00:00:00 GMT-0500 (hora de verano central)"
"5347","ALEJANDRA LORENZO CAMPOS","CERRO DE LAS PALOMAS NO. 745","ZACATECAS","Tue May 07 1991 00:00:00 GMT-0600 (hora estándar central)","C-05346","65","35337.03","Thu Apr 12 2012 00:00:00 GMT-0500 (hora de verano central)"
"5348","SIXTO NIETO GUTIÉRREZ","BULEVARD DE LA HACIENDA MZNA 107","MICHOACÁN","Fri Sep 14 1984 00:00:00 GMT-0600 (hora estándar central)","C-05347","154","71364.77","Fri Apr 04 2014 00:00:00 GMT-0600 (hora estándar central)"
"5352","ROCÍO SANTANA GONZÁLEZ","COPA DE ORO NO. 193","ESTADO DE MÉXICO","Sat Jun 26 1993 00:00:00 GMT-0600 (hora estándar central)","C-05351","51","15478.22","Sun Jul 14 2013 00:00:00 GMT-0500 (hora de verano central)"
"5358","BENITO PÉREZ MEDINA","ORIENTE NO. 323","ZACATECAS","Tue Oct 15 1985 00:00:00 GMT-0600 (hora estándar central)","C-05357","101","36845.81","Mon Sep 17 2012 00:00:00 GMT-0500 (hora de verano central)"
"5359","NARCISO NÚÑEZ AGUILAR","CALLE MAESTRO RURAL NO. 601","CAMPECHE","Mon Mar 10 1986 00:00:00 GMT-0600 (hora estándar central)","C-05358","119","46581.56","Mon Jun 23 2014 00:00:00 GMT-0500 (hora de verano central)"
"5365","ABDÓN CANO BLANCO","MARINO MOSCO MZNA 655","HIDALGO","Sun Jul 27 1986 00:00:00 GMT-0600 (hora estándar central)","C-05364","92","135826.07","Sat Mar 08 2014 00:00:00 GMT-0600 (hora estándar central)"
"5374","MAURICIO GUERRERO BLANCO","CHICARAS MANZANA 75","TLAXCALA","Mon Oct 15 1979 00:00:00 GMT-0600 (hora estándar central)","C-05373","65","120245.59","Sat Oct 13 2012 00:00:00 GMT-0500 (hora de verano central)"
"5379","DIMAS CRUZ NAVARRO","LAGO MANAGUA NÚMERO 207","AGUASCALIENTES","Tue Feb 05 1974 00:00:00 GMT-0600 (hora estándar central)","C-05378","65","8199.72","Fri Jan 03 2014 00:00:00 GMT-0600 (hora estándar central)"
"5380","ASUNCIÓN CAMBIL MONTERO","CALLE MAESTRO RURAL MANZANA 26","QUERÉTARO","Fri Oct 02 1992 00:00:00 GMT-0600 (hora estándar central)","C-05379","23","137354.71","Thu Apr 04 2013 00:00:00 GMT-0600 (hora estándar central)"
"5388","VICTORINO PASTOR GARCÍA","ADELAIDA NÚMERO 611","GUANAJUATO","Mon Oct 21 1991 00:00:00 GMT-0600 (hora estándar central)","C-05387","51","48190.8","Sun Sep 01 2013 00:00:00 GMT-0500 (hora de verano central)"
"5395","ÁNGELA MOYA ALONSO","3ERA. CERRADA DE COPAL NO. 552","SONORA","Sun Oct 23 1988 00:00:00 GMT-0600 (hora estándar central)","C-05394","66","37887.03","Mon Feb 10 2014 00:00:00 GMT-0600 (hora estándar central)"
"5400","BEGOÑA FLORES ARIAS","ANDADOR 24 MANUELA SAENZ NO. 333","GUANAJUATO","Fri Mar 08 1963 00:00:00 GMT-0600 (hora estándar central)","C-05399","4","47997.67","Sat Jun 02 2012 00:00:00 GMT-0500 (hora de verano central)"
"5403","ANDREA SANZ SUÁREZ","QUETZALCOATL NUM. 462","NAYARIT","Sat Aug 07 1982 00:00:00 GMT-0600 (hora estándar central)","C-05402","92","59668.64","Thu Jun 21 2012 00:00:00 GMT-0500 (hora de verano central)"
"5407","BENIGNO MARÍN CAMBIL","FRESNOS MANZANA 213","TABASCO","Fri Mar 14 1980 00:00:00 GMT-0600 (hora estándar central)","C-05406","154","140317.04","Wed Jul 02 2014 00:00:00 GMT-0500 (hora de verano central)"
"5408","BENITO DOMÍNGUEZ CORTÉS","SUR 67 NUM. 326","TAMAULIPAS","Thu Dec 27 1990 00:00:00 GMT-0600 (hora estándar central)","C-05407","22","117754.53","Mon Mar 19 2012 00:00:00 GMT-0600 (hora estándar central)"
"5409","ALBINA CARMONA SÁNCHEZ","C. JOSE SANCHEZ TINOCO NO. 625","OAXACA","Fri Jun 12 1992 00:00:00 GMT-0600 (hora estándar central)","C-05408","126","103052.56","Mon Feb 03 2014 00:00:00 GMT-0600 (hora estándar central)"
"5411","ROCÍO GÓMEZ PASTOR","RANCHO SAN LORENZO MZNA 735","YUCATÁN","Fri Nov 18 1994 00:00:00 GMT-0600 (hora estándar central)","C-05410","26","30427.44","Tue Jun 12 2012 00:00:00 GMT-0500 (hora de verano central)"
"5418","MÍRIAM RAMOS REYES","OLIVO MANZANA 484","NUEVO LEÓN","Fri Jun 10 1983 00:00:00 GMT-0600 (hora estándar central)","C-05417","22","103550.28","Fri Mar 22 2013 00:00:00 GMT-0600 (hora estándar central)"
"5420","PILAR DÍEZ HERRERO","SAGITARIO NO. 443","PUEBLA","Tue Mar 22 1983 00:00:00 GMT-0600 (hora estándar central)","C-05419","142","27764.57","Sun Feb 09 2014 00:00:00 GMT-0600 (hora estándar central)"
"5429","GEMA REYES NÚÑEZ","ARCO IRIS NÚMERO 746","SONORA","Thu Jan 19 1967 00:00:00 GMT-0600 (hora estándar central)","C-05428","187","83252.32","Sat Nov 10 2012 00:00:00 GMT-0600 (hora estándar central)"
"5442","ALEJANDRO SANTANA MÉNDEZ","AV SANTA MARIA NÚMERO 364","NAYARIT","Sat Jan 11 1992 00:00:00 GMT-0600 (hora estándar central)","C-05441","165","119966.43","Tue Apr 29 2014 00:00:00 GMT-0500 (hora de verano central)"
"5452","TEODOSIA PARRA FERNÁNDEZ","CLUB ATLAS NO. 61","HIDALGO","Mon Jun 14 1982 00:00:00 GMT-0600 (hora estándar central)","C-05451","4","25320.7","Thu Jul 12 2012 00:00:00 GMT-0500 (hora de verano central)"
"5455","LUCÍA MUÑOZ CANO","16 DE SEPTIEMBRE MZNA 214","AGUASCALIENTES","Wed May 28 1975 00:00:00 GMT-0600 (hora estándar central)","C-05454","101","63176.08","Tue Jul 24 2012 00:00:00 GMT-0500 (hora de verano central)"
"5456","JOAQUÍM GIMÉNEZ GONZÁLEZ","MORELOS NÚMERO 766","SONORA","Sat Oct 19 1985 00:00:00 GMT-0600 (hora estándar central)","C-05455","101","2507.64","Wed Oct 10 2012 00:00:00 GMT-0500 (hora de verano central)"
"5462","PAULA REY PEÑA","TENTEL NUM. 169","TLAXCALA","Tue Sep 25 1984 00:00:00 GMT-0600 (hora estándar central)","C-05461","92","5120.84","Thu Mar 28 2013 00:00:00 GMT-0600 (hora estándar central)"
"5465","HILDEGARDA GONZÁLEZ SÁEZ","CARMEN SERDAN NO. 25","TLAXCALA","Thu Jul 11 1991 00:00:00 GMT-0600 (hora estándar central)","C-05464","142","76288.83","Sun Jan 05 2014 00:00:00 GMT-0600 (hora estándar central)"
"5467","MARCIAL PÉREZ CRUZ","AVENIDA SAN JERONIMO MANZANA 761","VERACRUZ","Tue Sep 06 1960 00:00:00 GMT-0600 (hora de verano central)","C-05466","121","22142.24","Fri Feb 15 2013 00:00:00 GMT-0600 (hora estándar central)"
"5468","BALDOMERO NÚÑEZ FUENTES","CALLE ZARAGOZA MZNA 708","SAN LUIS POTOSÍ","Mon Nov 27 1961 00:00:00 GMT-0600 (hora estándar central)","C-05467","26","121094.63","Sat Aug 17 2013 00:00:00 GMT-0500 (hora de verano central)"
"5479","ARCADIO GARCÍA VELASCO","HOPELCHEN MANZANA 493","AGUASCALIENTES","Fri Jul 09 1993 00:00:00 GMT-0600 (hora estándar central)","C-05478","101","97973.77","Sun Sep 01 2013 00:00:00 GMT-0500 (hora de verano central)"
"5486","AMBROSIO BLESA SANTIAGO","CHIMALPOPOCA MANZANA 324","QUINTANA ROO","Thu Oct 03 1974 00:00:00 GMT-0600 (hora estándar central)","C-05485","4","9373.3","Wed Jan 23 2013 00:00:00 GMT-0600 (hora estándar central)"
"5487","ASCENSIÓN SUÁREZ PASCUAL","BUENA SUERTE NO. 413","BAJA CALIFORNIA","Thu Jun 25 1987 00:00:00 GMT-0600 (hora estándar central)","C-05486","92","96867.62","Sat Feb 23 2013 00:00:00 GMT-0600 (hora estándar central)"
"5508","ANDREA ROMÁN VEGA","GALDINO H CASADOS NO. 703","OAXACA","Tue Jun 15 1976 00:00:00 GMT-0600 (hora estándar central)","C-05507","153","63393.09","Fri Jun 21 2013 00:00:00 GMT-0500 (hora de verano central)"
"5514","NOÉ ROMÁN DOMÍNGUEZ","MARINO MOSCO NÚMERO 29","HIDALGO","Wed May 03 1989 00:00:00 GMT-0600 (hora estándar central)","C-05513","25","117294.32","Wed Sep 26 2012 00:00:00 GMT-0500 (hora de verano central)"
"5521","BENEDICTO MARTÍNEZ PÉREZ","RENATO LEDUC MANZANA 598","BAJA CALIFORNIA","Fri Nov 05 1993 00:00:00 GMT-0600 (hora estándar central)","C-05520","74","115504.65","Fri Jan 27 2012 00:00:00 GMT-0600 (hora estándar central)"
"5526","INÉS NAVARRO SANTANA","ORQUIDEA MANZANA 31","CDMX","Tue Oct 16 1962 00:00:00 GMT-0600 (hora de verano central)","C-05525","26","133163.4","Sun Jan 26 2014 00:00:00 GMT-0600 (hora estándar central)"
"5527","LEOPOLDO CANO PRIETO","LEONARDO DA VINCI NÚMERO 383","HIDALGO","Tue Apr 25 1972 00:00:00 GMT-0600 (hora estándar central)","C-05526","126","40937.58","Wed Dec 05 2012 00:00:00 GMT-0600 (hora estándar central)"
"5528","CONRADO CABALLERO RUBIO","LERDO NUM. 227","SONORA","Mon Dec 06 1976 00:00:00 GMT-0600 (hora estándar central)","C-05527","70","43440.85","Mon Jan 23 2012 00:00:00 GMT-0600 (hora estándar central)"
"5535","ALBINA AGUILAR PÉREZ","SANTA ANA NO. 468","ZACATECAS","Tue Feb 14 1961 00:00:00 GMT-0600 (hora estándar central)","C-05534","73","40134.76","Thu Mar 14 2013 00:00:00 GMT-0600 (hora estándar central)"
"5536","ROQUE GUTIÉRREZ IBÁÑEZ","CERRADA DE LA ROMERIA MANZANA 645","TAMAULIPAS","Wed Jul 14 1982 00:00:00 GMT-0600 (hora estándar central)","C-05535","121","118777.21","Fri Nov 21 2014 00:00:00 GMT-0600 (hora estándar central)"
"5539","SIMEÓN RUIZ MARTÍNEZ","SN.MARCOS Y LAS AMERICAS MZNA 636","BAJA CALIFORNIA","Tue Apr 15 1958 00:00:00 GMT-0600 (hora de verano central)","C-05538","74","22202.47","Wed Dec 25 2013 00:00:00 GMT-0600 (hora estándar central)"
"5556","TOMÁS ALONSO MÁRQUEZ","PABLO ALVARADO NUM. 62","NUEVO LEÓN","Wed Oct 23 1963 00:00:00 GMT-0600 (hora de verano central)","C-05555","141","88930","Fri Apr 26 2013 00:00:00 GMT-0500 (hora de verano central)"
"5557","ESPERANZA PÉREZ MORENO","YUCATAN NUM. 726","VERACRUZ","Tue Mar 10 1964 00:00:00 GMT-0600 (hora estándar central)","C-05556","165","110238.48","Mon Apr 28 2014 00:00:00 GMT-0500 (hora de verano central)"
"5571","ARACELI SANZ SOTO","PRIMERA AVENIDA MANZANA 788","SONORA","Wed Feb 17 1965 00:00:00 GMT-0600 (hora estándar central)","C-05570","52","5295.44","Mon May 26 2014 00:00:00 GMT-0500 (hora de verano central)"
"5579","CRISTIAN VELASCO REY","CORUÑA MZNA 791","CHIAPAS","Fri May 11 1990 00:00:00 GMT-0600 (hora estándar central)","C-05578","125","72133.55","Sun Jul 06 2014 00:00:00 GMT-0500 (hora de verano central)"
"5582","AURELIA CAMPOS CRESPO","SALTO DEL AGUA NUM. 193","GUERRERO","Fri Feb 28 1992 00:00:00 GMT-0600 (hora estándar central)","C-05581","165","143014.26","Sat Sep 14 2013 00:00:00 GMT-0500 (hora de verano central)"
"5583","NARCISO SANTANA PÉREZ","ALCANFORES NO. 420","SAN LUIS POTOSÍ","Wed Apr 20 1955 00:00:00 GMT-0600 (hora de verano central)","C-05582","74","111281.35","Tue Nov 06 2012 00:00:00 GMT-0600 (hora estándar central)"
"5585","ALEJANDRO PEÑA PARRA","TEJAMANIL MZNA 105","CAMPECHE","Wed May 24 1967 00:00:00 GMT-0600 (hora de verano central)","C-05584","152","91901.62","Tue Jan 28 2014 00:00:00 GMT-0600 (hora estándar central)"
"5593","VICTORINO MORA FERRER","MANUEL ESPERON NO. 98","GUANAJUATO","Mon Aug 15 1983 00:00:00 GMT-0600 (hora estándar central)","C-05592","34","23541.75","Wed Mar 06 2013 00:00:00 GMT-0600 (hora estándar central)"
"5597","ADÓN MÉNDEZ VARGAS","CTO. LAZARO CARDENAS NO. 530","AGUASCALIENTES","Fri Aug 24 1984 00:00:00 GMT-0600 (hora estándar central)","C-05596","51","7521.23","Sat Dec 08 2012 00:00:00 GMT-0600 (hora estándar central)"
"5603","CRISTÓBAL LEÓN MORENO","HOMBRES ILUSTRES MANZANA 37","COAHUILA","Wed Feb 21 1990 00:00:00 GMT-0600 (hora estándar central)","C-05602","37","45323.23","Sun Jan 20 2013 00:00:00 GMT-0600 (hora estándar central)"
"5604","SANTIAGO HERRERA AGUILAR","GUERRERO NÚMERO 329","AGUASCALIENTES","Mon Oct 21 1957 00:00:00 GMT-0600 (hora de verano central)","C-05603","148","86442.32","Tue May 13 2014 00:00:00 GMT-0500 (hora de verano central)"
"5611","MIQUEAS CABRERA CALVO","AV PACIFICO NO. 133","GUERRERO","Sun Oct 17 1971 00:00:00 GMT-0600 (hora estándar central)","C-05610","154","97593.87","Mon Aug 19 2013 00:00:00 GMT-0500 (hora de verano central)"
"5613","DÁMASO ESTEBAN BENÍTEZ","CAOBAN NÚMERO 106","AGUASCALIENTES","Tue May 01 1984 00:00:00 GMT-0600 (hora estándar central)","C-05612","85","73124.32","Sat May 26 2012 00:00:00 GMT-0500 (hora de verano central)"
"5620","JOAQUÍM CARRASCO HERRERA","MOSQUETA NO. 173","CHIHUAHUA","Sat Sep 15 1979 00:00:00 GMT-0600 (hora estándar central)","C-05619","119","8743.46","Sun Nov 18 2012 00:00:00 GMT-0600 (hora estándar central)"
"5630","LUISA MÉNDEZ CANO","AND LAS LEYES DE REFORMA NUM. 393","ZACATECAS","Mon Oct 02 1995 00:00:00 GMT-0600 (hora estándar central)","C-05629","23","145537.53","Tue Aug 20 2013 00:00:00 GMT-0500 (hora de verano central)"
"5631","GLORIA FLORES CALVO","PRIVADA DE HIPODROMO NÚMERO 590","BAJA CALIFORNIA","Tue Jun 10 1986 00:00:00 GMT-0600 (hora estándar central)","C-05630","141","38112.63","Wed Aug 29 2012 00:00:00 GMT-0500 (hora de verano central)"
"5635","CLAUDIO VICENTE BENÍTEZ","CRISTOBAL COLON MZNA 276","CAMPECHE","Tue Apr 02 1974 00:00:00 GMT-0600 (hora estándar central)","C-05634","141","96399.34","Thu Nov 14 2013 00:00:00 GMT-0600 (hora estándar central)"
"5636","ELISEO CABRERA DOMÍNGUEZ","PEDRO HENRIQUEZ MANZANA 111","PUEBLA","Fri Sep 05 1975 00:00:00 GMT-0600 (hora estándar central)","C-05635","126","102041.81","Mon May 06 2013 00:00:00 GMT-0500 (hora de verano central)"
"5641","XAVIER CANO CALVO","COPAL NÚMERO 743","QUINTANA ROO","Tue Jun 20 1978 00:00:00 GMT-0600 (hora estándar central)","C-05640","20","71691.33","Wed Mar 13 2013 00:00:00 GMT-0600 (hora estándar central)"
"5642","FIDEL RAMOS BLANCO","CHIAPANECAS NÚMERO 561","TAMAULIPAS","Thu Oct 04 1973 00:00:00 GMT-0600 (hora estándar central)","C-05641","52","81508.65","Sat Jan 07 2012 00:00:00 GMT-0600 (hora estándar central)"
"5646","SALVADOR DOMÍNGUEZ ARIAS","GUERRILLERA NÚMERO 775","SINALOA","Tue Aug 22 1972 00:00:00 GMT-0600 (hora estándar central)","C-05645","152","41592.28","Sun Mar 23 2014 00:00:00 GMT-0600 (hora estándar central)"
"5650","CÉSAR GUERRERO GONZÁLEZ","PROVIDENCIA NO. 70","OAXACA","Mon Nov 16 1964 00:00:00 GMT-0600 (hora estándar central)","C-05649","141","23205.15","Fri Dec 20 2013 00:00:00 GMT-0600 (hora estándar central)"
"5651","ALONSO GONZÁLEZ SUÁREZ","AV. TOLUCA MANZANA 432","QUERÉTARO","Thu Dec 09 1971 00:00:00 GMT-0600 (hora estándar central)","C-05650","70","126191.08","Sun Oct 20 2013 00:00:00 GMT-0500 (hora de verano central)"
"5657","MARCELO FERNÁNDEZ PASCUAL","BARRANCA MANZANA 244","DURANGO","Tue Aug 12 1969 00:00:00 GMT-0600 (hora de verano central)","C-05656","169","46396.68","Tue Aug 28 2012 00:00:00 GMT-0500 (hora de verano central)"
"5660","LIDIA PÉREZ FERRER","BRUSELAS MANZANA 11","TAMAULIPAS","Thu Feb 19 1981 00:00:00 GMT-0600 (hora estándar central)","C-05659","146","87937.96","Fri Oct 12 2012 00:00:00 GMT-0500 (hora de verano central)"
"5670","ERICO VICENTE CARMONA","BOULEVAR PASTOR ROUAIX NO. 458","QUERÉTARO","Wed Nov 06 1974 00:00:00 GMT-0600 (hora estándar central)","C-05669","25","142298.38","Sat Oct 04 2014 00:00:00 GMT-0500 (hora de verano central)"
"5673","LADISLAO NAVARRO MOLINA","ADELAIDA NO. 581","AGUASCALIENTES","Tue Mar 23 1982 00:00:00 GMT-0600 (hora estándar central)","C-05672","85","41552.14","Thu Jan 10 2013 00:00:00 GMT-0600 (hora estándar central)"
"5676","BARTOLOMÉ IGLESIAS PEÑA","CALLE ZARAGOZA MANZANA 684","SAN LUIS POTOSÍ","Wed May 01 1957 00:00:00 GMT-0600 (hora de verano central)","C-05675","146","17803.59","Tue Dec 17 2013 00:00:00 GMT-0600 (hora estándar central)"
"5681","AUGUSTO IGLESIAS LÓPEZ","PROL AHUEJOTES NO. 732","GUANAJUATO","Thu Feb 21 1980 00:00:00 GMT-0600 (hora estándar central)","C-05680","121","108487.72","Mon May 26 2014 00:00:00 GMT-0500 (hora de verano central)"
"5695","CARINA ALONSO RODRÍGUEZ","PROL AHUEJOTES NO. 30","HIDALGO","Mon Jul 21 1975 00:00:00 GMT-0600 (hora estándar central)","C-05694","169","133978.5","Sun May 20 2012 00:00:00 GMT-0500 (hora de verano central)"
"5701","VIRGINIA DURÁN NAVARRO","EUFEMIO ARREDONDO NUM. 378","ESTADO DE MÉXICO","Wed Jul 14 1993 00:00:00 GMT-0600 (hora estándar central)","C-05700","4","100161.16","Tue Jun 17 2014 00:00:00 GMT-0500 (hora de verano central)"
