"cuenta.numcta","cuenta.numsucursal","cuenta.saldo","cuenta.fecha"
"C-07137","37","144349.4","Wed May 08 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-07140","142","127693.75","Tue Aug 27 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-07149","119","120968.26","Sat Feb 01 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-07150","65","88692.04","Sun Dec 21 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-07153","23","28503.57","Wed Mar 19 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-07167","85","40971.87","Wed Jul 11 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-07176","125","84085.47","Tue Jul 08 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-07180","26","63661.23","Fri Feb 08 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-07184","141","71086.64","Fri Apr 13 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-07191","65","106978.17","Tue Aug 06 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-07193","153","105150.47","Sat Jul 07 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-07194","66","24989.62","Sun Dec 15 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-07200","121","149410","Sat May 26 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-07205","101","2450.18","Tue Jan 01 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-07206","37","109004.29","Sun Sep 28 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-07208","4","118298.62","Sun Dec 29 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-07212","16","32885.18","Sat Jul 07 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-07222","26","106213.83","Tue Dec 04 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-07227","70","101173.54","Mon Oct 06 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-07237","125","43261.53","Sun Mar 23 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-07239","73","132438.14","Sat Dec 29 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-07240","37","95574.18","Thu Aug 29 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-07246","16","55621.23","Fri Feb 24 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-07247","66","33212.06","Mon Jun 18 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-07248","52","64483.43","Wed Mar 26 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-07251","142","48984.13","Fri Mar 29 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-07257","74","23285.3","Fri Apr 04 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-07264","152","102079.04","Tue Mar 20 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-07266","142","4791.15","Thu Nov 14 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-07268","154","23028.22","Mon Dec 01 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-07280","26","65104.71","Thu Jan 24 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-07281","16","12398.4","Fri Feb 10 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-07283","73","57524.19","Tue Sep 16 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-07289","34","142481.55","Fri Apr 19 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-07294","65","75711.61","Tue Nov 27 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-07297","16","131622.95","Wed Nov 12 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-07303","119","31157.13","Tue Nov 19 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-07304","89","52710.04","Mon Jul 23 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-07306","4","107074.33","Tue Mar 19 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-07310","25","20534.83","Wed Apr 09 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-07325","146","34544.29","Tue Dec 30 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-07332","85","90333.81","Fri Feb 21 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-07344","121","59320.7","Tue May 20 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-07347","89","142224.82","Fri Aug 08 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-07353","89","110075.94","Sat Nov 03 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-07359","142","148663.53","Sat Aug 04 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-07360","26","143778.82","Mon Sep 23 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-07366","125","97581.37","Sun Aug 19 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-07367","119","147615.83","Thu Apr 18 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-07374","85","29367.29","Thu Jul 19 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-07377","119","44787.88","Fri Apr 12 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-07389","22","89720.37","Fri May 02 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-07391","52","76009.9","Thu Feb 13 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-07394","4","28197.78","Tue Apr 23 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-07401","154","11355.42","Sun Jul 21 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-07405","125","33163.13","Fri Jan 24 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-07415","16","41768.11","Wed Mar 26 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-07421","121","104893.5","Fri Jun 28 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-07424","153","83444.37","Sun May 06 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-07428","169","124392.28","Tue Jun 11 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-07429","85","69687.7","Sat Nov 24 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-07435","26","35029.19","Wed Dec 03 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-07437","51","117525.44","Thu Jun 13 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-07439","73","124569.27","Wed Mar 07 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-07442","16","70925.08","Tue Feb 04 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-07448","66","129447.21","Sun Sep 08 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-07463","169","116021.27","Wed Sep 03 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-07468","101","139858.02","Mon Dec 29 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-07471","66","122065.26","Sat Sep 29 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-07479","37","50015.26","Sat Nov 16 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-07481","153","105202.52","Sat Dec 21 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-07487","73","106930.66","Mon Feb 20 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-07489","187","56255.95","Thu Nov 15 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-07492","68","105625","Wed Jun 06 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-07493","70","69460.18","Sat Nov 29 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-07502","146","117952.61","Tue Oct 07 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-07507","121","58854.94","Wed May 01 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-07508","121","68378.13","Thu Nov 13 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-07511","22","72033.18","Sat Oct 04 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-07514","153","92188.1","Mon Mar 18 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-07518","152","32470.23","Thu Feb 27 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-07522","26","37597.67","Thu Dec 26 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-07524","165","47053.88","Tue Oct 22 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-07526","22","135150.41","Sun Nov 23 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-07530","141","143492.34","Sat Dec 21 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-07540","187","27110","Sat Aug 11 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-07542","142","12199.88","Thu Sep 04 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-07547","23","46441.05","Sat Nov 23 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-07549","20","84257.35","Mon Jun 11 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-07550","101","91788.2","Tue Apr 22 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-07555","89","126260.58","Sun Feb 03 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-07565","148","8216.2","Fri May 03 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-07567","165","19291.86","Sat Aug 02 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-07570","119","52083.71","Mon Dec 30 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-07573","68","118998.18","Fri Sep 26 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-07590","121","116286.15","Mon Dec 31 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-07591","25","11579.08","Wed Apr 24 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-07592","52","92746.65","Wed May 16 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-07595","89","125738.51","Tue Mar 26 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-07597","66","108093.06","Wed Nov 26 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-07598","169","50821.76","Wed Sep 26 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-07607","64","138239.69","Wed Apr 30 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-07610","68","65854.52","Sun Aug 24 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-07621","146","143003.52","Sun Jan 22 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-07630","153","11325.83","Fri Jun 20 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-07633","64","56435.24","Tue Jun 03 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-07635","37","77907.27","Sat Dec 13 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-07638","154","83464.62","Sun Nov 16 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-07645","65","72909.1","Mon Oct 08 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-07647","126","47683.38","Thu Jun 28 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-07652","22","15237.11","Mon Jul 15 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-07653","121","1280.02","Wed Apr 10 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-07656","20","102702.3","Sun Jan 15 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-07661","85","35315.41","Thu Jan 10 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-07665","22","78055.94","Wed Dec 05 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-07671","26","55491.43","Mon Jun 10 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-07673","22","69124.21","Tue Jul 17 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-07677","85","20051.96","Sun Apr 27 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-07685","85","94322.87","Tue Mar 27 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-07689","66","17111.93","Sat Mar 22 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-07691","121","136557.8","Mon Sep 01 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-07706","37","25207.14","Sun Dec 29 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-07715","125","96263.05","Mon Feb 03 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-07728","89","60878.1","Sun Dec 07 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-07735","125","14695.58","Wed Dec 11 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-07743","89","109034.28","Tue Feb 11 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-07745","4","114075.93","Sat Mar 03 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-07747","20","85869.98","Mon Jun 18 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-07748","92","92971.95","Sun Mar 25 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-07757","4","28587.14","Fri Nov 07 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-07760","142","114639.97","Sat Aug 09 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-07763","154","87622.43","Thu May 31 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-07766","73","42093.28","Wed Oct 03 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-07767","119","24217.67","Tue Apr 16 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-07772","141","44864.08","Fri Aug 09 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-07776","64","44450.07","Sat Aug 02 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-07784","154","106368.51","Sat Jun 29 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-07786","16","136349.45","Mon Mar 18 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-07789","101","102226.83","Mon May 05 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-07793","26","91916.11","Tue Jun 11 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-07795","146","11970.78","Sat May 26 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-07799","169","137004.03","Tue Dec 25 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-07809","70","95052.13","Sat Apr 19 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-07810","26","79920.64","Sat Feb 02 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-07812","85","112309.62","Tue Mar 13 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-07816","51","66887.1","Tue May 29 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-07819","142","88289.19","Mon Feb 10 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-07820","65","38825.45","Sun May 13 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-07823","119","53198.33","Wed Jan 09 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-07824","66","40261.06","Sat Jan 26 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-07830","146","136766.61","Fri Mar 15 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-07836","34","86556.42","Mon Oct 22 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-07847","125","108579.38","Wed Jan 08 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-07848","51","25688.18","Fri Oct 03 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-07851","26","97505.74","Sat Dec 08 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-07853","142","138104.54","Wed Sep 11 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-07854","16","69305.03","Mon Apr 02 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-07860","16","74652.8","Fri Mar 07 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-07861","64","38800.79","Mon Jan 28 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-07865","148","50185.24","Wed Dec 25 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-07866","101","41650.06","Thu Mar 21 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-07869","26","124876.49","Thu Jan 09 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-07872","70","136247.21","Tue Apr 10 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-07875","89","57750.66","Sun Sep 15 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-07897","22","34058.82","Sat Jul 21 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-07903","64","21856.87","Tue Dec 17 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-07904","141","5141.64","Tue Sep 11 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-07911","64","60305.96","Fri Apr 20 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-07916","73","114935.92","Fri Aug 03 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-07917","22","2336.6","Wed Oct 09 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-07922","37","5854.93","Sat Sep 29 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-07923","66","148150.83","Wed Jul 09 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-07933","20","147217.36","Thu Jun 06 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-07944","65","107572.37","Mon Jan 14 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-07945","16","60161.21","Tue Apr 22 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-07947","65","14429.86","Thu Aug 21 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-07950","37","5023.54","Sat Jun 08 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-07951","154","37550.52","Sat Nov 08 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-07955","51","6632.57","Fri Mar 21 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-07959","70","94280.99","Fri Jan 24 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-07965","16","23960.72","Tue Aug 06 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-07974","142","53531.07","Fri Jun 14 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-07979","119","97938.9","Sat Apr 19 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-07984","73","54021.65","Sun Dec 30 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-07986","101","121061.08","Thu Jan 31 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-07992","153","106650.54","Thu Mar 15 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-07994","126","17659.27","Mon Jun 09 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-07999","85","68890.38","Thu Jun 26 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-08001","20","144943.48","Sun Feb 19 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-08007","187","85537.97","Thu Oct 23 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-08009","20","84406.97","Tue Nov 06 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-08010","101","66515.9","Sun Feb 12 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-08024","22","102850.16","Sat May 19 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-08031","141","37679.4","Sun Aug 19 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-08033","25","114701.61","Mon Feb 10 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-08041","126","82983.07","Mon Jun 11 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-08044","73","43360.03","Mon Jul 16 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-08052","146","118603.39","Wed Dec 04 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-08060","16","68411.71","Sun Dec 22 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-08065","92","82076.68","Mon Aug 12 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-08069","169","150076.13","Thu Dec 26 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-08072","73","61580.68","Mon May 28 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-08074","165","92079.38","Mon Apr 07 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-08077","20","34246.9","Sat Jun 30 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-08086","37","21548.76","Tue Mar 04 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-08088","121","91874.07","Sun Jun 22 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-08090","119","116051.19","Mon Feb 25 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-08091","16","33297.6","Sat Aug 11 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-08096","26","26729.19","Sun Apr 06 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-08105","153","95398.07","Fri Feb 24 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-08109","52","73152.93","Sat Nov 10 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-08112","101","50348.81","Fri Dec 14 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-08121","74","74117","Sat Mar 30 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-08125","101","119265.37","Sat Aug 30 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-08130","51","14252.62","Mon Jan 27 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-08134","22","134354.8","Tue Jul 17 2012 00:00:00 GMT-0500 (hora de verano central)"
